city,year,weekOfYear,week_start_date,total_cases,station_max_temp_c,station_avg_temp_c,station_precip_mm,station_min_temp_c,station_diur_temp_rng_c,precipitation_amt_mm,reanalysis_sat_precip_amt_mm,reanalysis_dew_point_temp_k,reanalysis_air_temp_k,reanalysis_relative_humidity_percent,reanalysis_specific_humidity_g_per_kg,reanalysis_precip_amt_kg_per_m2,reanalysis_max_air_temp_k,reanalysis_min_air_temp_k,reanalysis_avg_temp_k,reanalysis_tdtr_k,ndvi_location_1,ndvi_location_2,ndvi_location_3,ndvi_location_4
sj,1991,14,1991-04-02,16,28.66,25.24,1.85,21.84,6.81,0.59,1.85,292.48,297.064286,75.662857,13.991429,2.985714,298.328571,296.042857,297.185714,2.285714,0.260514,0.1691,0.221971,0.216825
sj,1991,15,1991-04-09,15,28.57,25.3,0.86,22.06,6.51,2.69,0.86,293.615714,297.372857,79.628571,14.992857,2.825714,298.971429,296.342857,297.657143,2.628571,0.184533,0.1765,0.177367,0.2763
sj,1991,16,1991-04-16,23,28.66,25.51,6.37,22.39,6.27,2.77,6.37,292.17,297.284286,73.351429,13.732857,3.128571,298.4,296.385714,297.392857,2.014286,0.16355,0.0774,0.206167,0.1024
sj,1991,17,1991-04-23,16,30.54,26.53,4.67,22.53,8.01,0.5,4.67,294.028571,298.074286,78.447143,15.461429,2.814286,299.385714,297.085714,298.235714,2.3,0.188314,0.0774,0.224943,0.18845
sj,1991,18,1991-04-30,17,31.2,27.31,0.0,23.49,7.71,0.4,0.0,294.97,298.831429,79.36,16.314286,1.197143,300.471429,297.671429,299.071429,2.8,0.176171,0.209167,0.176171,0.160575
sj,1991,19,1991-05-07,12,30.41,26.93,5.05,23.49,6.93,5.74,5.05,294.812857,298.638571,79.541429,16.185714,2.942857,299.928571,297.514286,298.721429,2.414286,0.106386,0.11595,0.111186,0.180175
sj,1991,20,1991-05-14,17,29.84,26.53,0.59,23.26,6.59,4.69,0.59,294.618571,298.325714,80.067143,15.974286,5.052857,299.657143,297.157143,298.407143,2.5,0.15115,0.11595,0.0964,0.10455
sj,1991,21,1991-05-21,10,30.74,27.39,7.31,24.04,6.7,0.51,7.31,295.124286,298.584286,81.301429,16.501429,8.471429,299.385714,297.528571,298.457143,1.857143,0.097117,0.0669,0.1356,0.133567
sj,1991,22,1991-05-28,15,31.44,27.94,7.91,24.43,7.01,0.8,7.91,295.274286,298.808571,81.088571,16.645714,6.2,299.957143,297.814286,298.885714,2.142857,0.214317,0.1401,0.2571,0.159467
sj,1991,23,1991-06-04,19,31.84,28.07,1.15,24.34,7.5,2.94,1.15,294.925714,299.518571,76.074286,16.324286,0.714286,301.185714,298.314286,299.75,2.871429,0.1196,0.08585,0.165929,0.087
sj,1991,24,1991-06-11,21,32.23,28.23,0.87,24.26,7.97,1.34,0.87,295.492857,299.891429,77.035714,16.882857,0.831429,301.271429,298.871429,300.071429,2.4,0.173429,0.1091,0.173971,0.156467
sj,1991,25,1991-06-18,14,32.47,28.93,6.32,25.33,7.14,0.47,6.32,296.3,299.775714,81.421429,17.704286,2.428571,301.057143,298.885714,299.971429,2.171429,0.130129,0.0596,0.130643,0.09235
sj,1991,26,1991-06-25,18,31.6,27.91,10.54,24.2,7.4,1.77,10.54,296.228571,299.41,82.745714,17.628571,5.4,300.5,298.457143,299.478571,2.042857,0.185114,0.07965,0.158243,0.122
sj,1991,27,1991-07-02,13,31.69,28.37,3.81,25.09,6.6,3.53,3.81,295.945714,299.371429,81.694286,17.352857,7.427143,300.457143,298.314286,299.385714,2.142857,0.201529,0.07965,0.198157,0.177933
sj,1991,28,1991-07-09,14,31.76,28.41,0.88,25.09,6.67,0.66,0.88,295.791429,300.001429,77.877143,17.151429,2.671429,301.385714,298.957143,300.171429,2.428571,0.13805,0.0969,0.167917,0.177933
sj,1991,29,1991-07-16,18,32.24,28.8,4.24,25.33,6.91,1.74,4.24,296.081429,300.234286,78.241429,17.472857,3.371429,301.557143,299.128571,300.342857,2.428571,0.099829,0.0969,0.116643,0.077333
sj,1991,30,1991-07-23,23,30.96,28.0,8.08,25.07,5.89,6.16,8.08,296.332857,299.808571,81.482857,17.734286,3.914286,301.1,298.857143,299.978571,2.242857,0.138033,0.0801,0.129067,0.00805
sj,1991,31,1991-07-30,25,31.74,28.57,6.92,25.4,6.34,2.57,6.92,296.478571,299.852857,81.897143,17.878571,4.912857,301.114286,298.814286,299.964286,2.3,0.190643,0.0801,0.159329,0.00805
sj,1991,32,1991-08-06,62,31.76,28.5,1.9,25.24,6.51,1.79,1.9,296.468571,299.831429,81.96,17.895714,4.5,300.985714,298.742857,299.864286,2.242857,0.192586,0.07315,0.209357,0.1124
sj,1991,33,1991-08-13,60,32.14,29.43,0.0,26.67,5.47,0.47,0.0,296.484286,300.42,79.197143,17.911429,2.914286,301.742857,299.557143,300.65,2.185714,0.1551,0.0593,0.1567,0.1124
sj,1991,34,1991-08-20,76,33.01,29.27,7.41,25.5,7.51,0.21,7.41,296.581429,300.311429,80.255714,18.011429,3.638571,301.585714,299.185714,300.385714,2.4,0.128514,0.0569,0.143729,0.09814
sj,1991,35,1991-08-27,66,31.67,28.16,7.89,24.67,7.0,1.53,7.89,296.67,300.117143,81.594286,18.091429,3.4,301.385714,299.014286,300.2,2.371429,0.22504,0.0693,0.1864,0.05705
sj,1991,36,1991-09-03,64,32.7,28.94,9.41,25.16,7.54,3.89,9.41,296.798571,300.105714,82.31,18.262857,6.047143,301.214286,299.085714,300.15,2.128571,0.1398,0.10805,0.162414,0.091675
sj,1991,37,1991-09-10,68,32.79,28.97,4.79,25.09,7.7,8.71,4.79,296.451429,300.54,78.627143,17.895714,1.628571,302.157143,299.114286,300.635714,3.042857,0.11208,0.10475,0.144643,0.159833
sj,1991,38,1991-09-17,89,32.3,28.91,4.22,25.5,6.8,1.13,4.22,296.901429,300.527143,80.877143,18.4,4.114286,301.828571,299.371429,300.6,2.457143,0.168571,0.1098,0.168871,0.152733
sj,1991,39,1991-09-24,92,31.51,28.14,10.51,24.83,6.69,4.54,10.51,296.59,300.06,81.424286,18.044286,11.071429,301.085714,299.014286,300.05,2.071429,0.171429,0.1676,0.218143,0.1489
sj,1991,40,1991-10-01,140,31.19,27.74,4.53,24.27,6.91,3.79,4.53,296.397143,299.65,82.485714,17.85,8.571429,300.714286,298.671429,299.692857,2.042857,0.177,0.1291,0.195557,0.16672
sj,1991,41,1991-10-08,116,30.97,27.66,4.59,24.36,6.61,1.19,4.59,295.887143,299.562857,80.515714,17.344286,7.871429,300.8,298.542857,299.671429,2.257143,0.145083,0.093,0.168167,0.093
sj,1991,42,1991-10-15,142,32.37,28.54,0.47,24.74,7.63,3.04,0.47,296.018571,299.897143,79.382857,17.431429,4.455714,301.071429,298.771429,299.921429,2.3,0.109043,0.0137,0.107029,0.12886
sj,1991,43,1991-10-22,129,31.36,27.83,7.18,24.27,7.09,0.5,7.18,295.455714,299.891429,76.777143,16.85,1.8,301.4,298.585714,299.992857,2.814286,0.180814,0.1944,0.199871,0.1186
sj,1991,44,1991-10-29,140,31.74,28.11,10.37,24.49,7.26,0.69,10.37,295.918571,299.905714,78.987143,17.375714,3.832857,301.514286,298.471429,299.992857,3.042857,0.125567,0.094,0.121317,0.09665
sj,1991,45,1991-11-05,140,30.56,27.19,6.13,23.8,6.76,5.91,6.13,295.567143,299.09,81.058571,16.967143,10.69,300.728571,297.828571,299.278571,2.9,0.112133,0.0544,0.119386,0.05475
sj,1991,46,1991-11-12,127,30.06,26.66,11.25,23.31,6.74,4.03,11.25,295.615714,298.685714,83.514286,17.061429,10.385714,299.771429,297.8,298.785714,1.971429,0.194943,0.0954,0.198057,0.1114
sj,1991,47,1991-11-19,129,29.74,26.31,0.0,22.93,6.81,1.34,0.0,294.03,298.698571,75.548571,15.46,2.157143,299.842857,297.571429,298.707143,2.271429,0.138743,0.00825,0.179643,0.028425
sj,1991,48,1991-11-26,169,29.59,26.27,5.05,23.0,6.59,10.89,5.05,294.938571,298.375714,81.485714,16.322857,11.204286,299.514286,297.485714,298.5,2.028571,0.179629,0.087867,0.166186,0.1519
sj,1991,49,1991-12-03,141,29.77,26.73,0.0,23.71,6.06,2.8,0.0,294.974286,298.642857,80.275714,16.34,5.014286,299.742857,297.942857,298.842857,1.8,0.133629,0.0802,0.134457,0.14025
sj,1991,50,1991-12-10,108,28.57,25.61,0.0,22.71,5.86,4.89,0.0,294.514286,298.518571,78.621429,15.884286,3.828571,299.6,297.585714,298.592857,2.014286,0.222414,-0.02665,0.228943,0.2128
sj,1991,51,1991-12-17,78,28.09,25.0,0.0,21.93,6.16,0.87,0.0,292.865714,298.084286,72.861429,14.335714,1.251429,299.171429,297.1,298.135714,2.071429,0.1144,-0.02665,0.040457,0.046133
sj,1991,52,1991-12-24,70,27.46,24.36,0.0,21.27,6.19,1.96,0.0,292.045714,296.521429,76.127143,13.635714,2.757143,297.614286,295.4,296.507143,2.214286,0.137933,0.12355,0.129756,0.1237
sj,1992,1,1992-01-01,81,27.46,24.36,0.0,21.27,6.19,1.96,0.0,292.045714,296.521429,76.127143,13.635714,2.757143,297.614286,295.4,296.507143,2.214286,0.185283,0.1251,0.181367,0.157867
sj,1992,2,1992-01-08,104,29.43,25.66,28.69,21.93,7.5,8.31,28.69,294.457143,297.912857,81.3,15.878571,2.614286,299.271429,296.971429,298.121429,2.3,0.138714,0.100833,0.112786,0.073575
sj,1992,3,1992-01-15,90,28.56,25.47,0.45,22.39,6.17,4.61,0.45,294.467143,297.338571,84.117143,15.832857,2.828571,298.414286,296.557143,297.485714,1.857143,0.198457,0.2224,0.199414,0.2299
sj,1992,4,1992-01-22,85,28.57,24.86,0.0,21.13,7.44,0.19,0.0,293.021429,297.091429,78.291429,14.482857,0.73,298.514286,296.157143,297.335714,2.357143,0.188843,0.122533,0.168871,0.13105
sj,1992,5,1992-01-29,55,28.09,24.8,0.0,21.5,6.59,1.31,0.0,292.718571,297.42,75.22,14.185714,0.928571,298.771429,296.328571,297.55,2.442857,0.173671,0.122533,0.191929,0.0483
sj,1992,6,1992-02-05,53,28.4,24.71,0.0,21.04,7.36,0.43,0.0,292.617143,296.92,77.058571,14.122857,2.314286,298.828571,295.428571,297.128571,3.4,0.111717,0.1016,0.187957,0.0846
sj,1992,7,1992-02-12,65,29.34,26.03,0.0,22.77,6.57,0.19,0.0,294.65,297.798571,82.875714,16.06,2.871429,299.157143,296.957143,298.057143,2.2,0.195743,0.1016,0.178857,0.1305
sj,1992,8,1992-02-19,33,29.46,25.76,0.0,22.07,7.39,1.27,0.0,293.628571,297.898571,77.295714,15.012857,0.628571,299.4,296.814286,298.107143,2.585714,0.194614,0.1016,0.203057,0.184467
sj,1992,9,1992-02-26,38,28.39,25.29,0.0,22.21,6.17,2.29,0.0,292.967143,297.472857,76.037143,14.381429,2.057143,298.885714,296.471429,297.678571,2.414286,0.165243,0.10705,0.163057,0.0815
sj,1992,10,1992-03-04,59,29.59,25.66,0.0,21.77,7.81,0.41,0.0,293.317143,297.651429,76.878571,14.701429,0.785714,298.957143,296.642857,297.8,2.314286,0.191086,0.10705,0.192857,0.18218
sj,1992,11,1992-03-11,40,29.67,25.79,3.32,21.91,7.76,0.84,3.32,293.54,297.634286,78.057143,14.944286,1.8,299.042857,296.528571,297.785714,2.514286,0.128,0.08685,0.1551,0.09015
sj,1992,12,1992-03-18,37,30.01,26.1,0.0,22.16,7.86,0.69,0.0,293.708571,297.947143,77.505714,15.135714,0.508571,299.5,296.8,298.15,2.7,0.141771,0.05305,0.134514,0.08405
sj,1992,13,1992-03-25,29,29.04,26.2,0.0,23.33,5.71,0.33,0.0,293.578571,297.218571,80.238571,14.968571,3.0,298.828571,296.028571,297.428571,2.8,0.134843,0.05305,0.1068,0.08405
sj,1992,14,1992-04-01,30,30.0,26.23,17.47,22.47,7.53,3.44,17.47,293.884286,297.982857,78.067143,15.264286,2.314286,299.442857,296.7,298.071429,2.742857,0.193067,0.09995,0.1769,0.07765
sj,1992,15,1992-04-08,30,30.94,26.99,6.17,23.1,7.84,0.0,6.17,294.195714,298.682857,76.375714,15.612857,1.585714,300.685714,297.071429,298.878571,3.614286,0.122471,0.1039,0.124386,0.1315
sj,1992,16,1992-04-15,28,29.77,26.81,11.87,23.89,5.89,3.5,11.87,294.942857,297.831429,84.184286,16.324286,10.085714,299.071429,296.928571,298.0,2.142857,0.159029,0.07515,0.172986,0.097433
sj,1992,17,1992-04-22,23,30.31,26.67,5.17,23.07,7.24,0.66,5.17,294.048571,298.088571,78.425714,15.452857,3.685714,299.671429,296.842857,298.257143,2.828571,0.151414,0.0922,0.154829,0.1137
sj,1992,18,1992-04-29,24,30.63,27.37,0.0,24.13,6.5,0.23,0.0,293.4,298.197143,74.932857,14.9,0.571429,300.328571,296.714286,298.521429,3.614286,0.070314,0.0125,0.089443,0.0635
sj,1992,19,1992-05-06,29,30.24,26.79,1.99,23.33,6.91,4.57,1.99,294.221429,298.335714,78.48,15.75,6.428571,299.942857,296.942857,298.442857,3.0,0.182329,0.10875,0.207357,0.2169
sj,1992,20,1992-05-13,26,30.41,27.44,0.42,24.46,5.96,1.16,0.42,294.275714,298.334286,78.381429,15.687143,3.928571,299.628571,297.4,298.514286,2.228571,0.142067,0.101875,0.1259,-0.0088
sj,1992,21,1992-05-20,23,31.21,27.86,10.26,24.44,6.77,3.16,10.26,295.767143,298.408571,85.647143,17.232857,81.5,299.914286,297.2,298.557143,2.714286,0.062383,0.1024,0.0574,0.0686
sj,1992,22,1992-05-27,20,30.4,27.43,26.61,24.44,5.96,11.46,26.61,296.334286,298.615714,87.301429,17.832857,18.614286,299.928571,297.571429,298.75,2.357143,0.219157,0.1215,0.213014,0.0686
sj,1992,23,1992-06-03,19,30.96,27.5,6.03,24.04,6.91,14.84,6.03,296.522857,299.104286,85.827143,17.995714,7.142857,300.285714,298.171429,299.228571,2.114286,0.110086,0.12165,0.102229,0.13995
sj,1992,24,1992-06-10,20,31.61,28.2,6.17,24.74,6.87,14.63,6.17,296.154286,298.901429,84.87,17.57,6.257143,299.957143,297.971429,298.964286,1.985714,0.102371,0.08395,0.111771,0.0856
sj,1992,25,1992-06-17,26,31.66,28.29,7.44,24.91,6.74,4.26,7.44,296.042857,298.931429,84.248571,17.441429,5.3,299.957143,297.957143,298.957143,2.0,0.181157,0.10445,0.192086,0.15315
sj,1992,26,1992-06-24,29,32.01,28.49,7.57,24.99,7.03,0.77,7.57,296.384286,299.568571,82.777143,17.807143,4.814286,300.414286,298.685714,299.55,1.728571,0.13938,0.1302,0.11475,0.1302
sj,1992,27,1992-07-01,31,32.53,29.23,1.53,25.89,6.64,0.44,1.53,296.275714,300.177143,79.334286,17.667143,1.428571,301.514286,299.242857,300.378571,2.271429,0.169329,0.1194,0.168471,0.1439
sj,1992,28,1992-07-08,28,32.01,28.73,0.27,25.4,6.61,0.26,0.27,296.198571,300.285714,78.497143,17.568571,0.771429,301.957143,299.171429,300.564286,2.785714,0.146857,0.1194,0.153071,0.192
sj,1992,29,1992-07-15,26,30.66,27.63,13.45,24.61,6.04,6.46,13.45,296.052857,299.79,80.15,17.43,6.585714,300.828571,298.828571,299.828571,2.0,0.14214,0.112,0.182533,0.1255
sj,1992,30,1992-07-22,32,30.97,27.56,4.79,24.11,6.86,5.86,4.79,295.875714,299.227143,81.984286,17.248571,9.862857,300.385714,298.357143,299.371429,2.028571,0.137129,-0.1396,0.128871,0.05918
sj,1992,31,1992-07-29,35,31.44,27.97,4.45,24.51,6.93,2.03,4.45,295.745714,299.025714,82.345714,17.114286,8.4,300.014286,298.2,299.107143,1.814286,0.133771,0.0539,0.149914,0.126133
sj,1992,32,1992-08-05,33,31.11,28.07,8.46,25.01,6.1,2.37,8.46,296.158571,299.755714,80.784286,17.547143,3.871429,301.128571,298.7,299.914286,2.428571,0.150043,0.152675,0.145057,0.173275
sj,1992,33,1992-08-12,30,31.44,27.67,9.36,23.89,7.56,5.99,9.36,296.007143,299.215714,82.75,17.415714,11.685714,300.2,298.242857,299.221429,1.957143,0.215057,0.16395,0.219271,0.12665
sj,1992,34,1992-08-19,52,31.67,28.21,9.75,24.74,6.93,6.1,9.75,296.214286,299.491429,82.317143,17.601429,8.8,300.857143,298.614286,299.735714,2.242857,0.185586,0.1146,0.192571,0.1368
sj,1992,35,1992-08-26,59,31.67,28.27,3.96,24.84,6.83,0.44,3.96,296.057143,300.067143,78.864286,17.458571,4.128571,301.371429,298.942857,300.157143,2.428571,0.179943,0.0875,0.221757,0.0817
sj,1992,36,1992-09-02,67,32.46,28.73,8.79,24.97,7.49,0.93,8.79,296.175714,300.108571,79.204286,17.564286,4.908571,301.257143,299.057143,300.157143,2.2,0.124014,0.0875,0.125657,0.2175
