city,year,weekOfYear,week_start_date,total_cases,station_max_temp_c,station_avg_temp_c,station_precip_mm,station_min_temp_c,station_diur_temp_rng_c,precipitation_amt_mm,reanalysis_sat_precip_amt_mm,reanalysis_dew_point_temp_k,reanalysis_air_temp_k,reanalysis_relative_humidity_percent,reanalysis_specific_humidity_g_per_kg,reanalysis_precip_amt_kg_per_m2,reanalysis_max_air_temp_k,reanalysis_min_air_temp_k,reanalysis_avg_temp_k,reanalysis_tdtr_k,ndvi_location_1,ndvi_location_2,ndvi_location_3,ndvi_location_4
iq,2000,40,2000-10-07,0,32.31,26.59,6.6,21.13,11.43,4.57,6.6,294.664286,298.372857,82.371429,16.148571,2.371429,306.485714,294.514286,300.5,11.971429,0.33754,0.25505,0.276943,0.2775
iq,2000,41,2000-10-14,1,33.33,27.69,4.44,22.03,11.3,0.71,4.44,294.592857,298.474286,81.522857,16.071429,3.128571,307.028571,293.542857,300.285714,13.485714,0.223533,0.100917,0.133914,0.3498
iq,2000,42,2000-10-21,1,33.81,28.09,3.6,21.17,13.39,9.87,3.6,294.007143,299.211429,75.54,15.528571,1.414286,308.614286,293.685714,301.15,14.928571,0.2748,0.279471,0.187057,0.373943
iq,2000,43,2000-10-28,0,34.19,28.0,7.04,21.99,13.13,4.57,7.04,294.708571,299.541429,76.941429,16.195714,3.328571,307.828571,294.371429,301.1,13.457143,0.3673,0.3258,0.30555,0.45538
iq,2000,44,2000-11-04,0,33.61,27.53,9.66,21.76,12.1,1.01,9.66,295.274286,299.44,79.428571,16.868571,2.885714,307.485714,294.157143,300.821429,13.328571,0.2951,0.279617,0.21152,0.3044
iq,2000,45,2000-11-11,0,34.29,28.01,7.4,22.34,12.19,1.93,7.4,295.28,300.748571,74.802857,16.847143,2.742857,308.242857,295.371429,301.807143,12.871429,0.271367,0.231867,0.151567,0.34725
iq,2000,46,2000-11-18,0,35.61,29.04,5.61,22.51,13.0,0.0,5.61,294.232857,301.637143,67.185714,15.88,0.514286,309.3,295.928571,302.614286,13.371429,0.099933,0.064183,0.03586,0.195486
iq,2000,47,2000-11-25,0,33.97,28.07,7.99,22.27,11.77,0.0,7.99,293.06,300.872857,66.042857,14.768571,1.6,308.485714,295.342857,301.914286,13.142857,0.169983,0.170917,0.2893,0.300983
iq,2000,48,2000-12-02,0,32.8,26.98,2.95,21.33,11.62,3.17,2.95,294.717143,299.23,78.885714,16.244286,2.071429,307.271429,295.257143,301.264286,12.014286,0.251971,0.3191,0.2538,0.323514
iq,2000,49,2000-12-09,0,33.56,27.8,3.5,22.02,11.86,0.8,3.5,293.305714,300.242857,68.557143,14.9,0.242857,308.757143,293.3,301.028571,15.457143,0.165833,0.18625,0.182414,0.254567
iq,2000,50,2000-12-16,1,31.44,26.61,15.87,21.76,9.66,9.71,15.87,294.52,298.757143,80.408571,16.098571,6.965714,306.328571,294.357143,300.342857,11.971429,0.338786,0.2977,0.316829,0.350343
iq,2000,51,2000-12-23,0,34.23,28.11,0.56,22.03,12.2,0.14,0.56,291.092857,300.411429,60.641429,13.188571,0.814286,308.5,295.5,302.0,13.0,0.265014,0.302243,0.169057,0.234867
iq,2001,1,2001-01-01,0,30.07,25.99,19.48,21.16,11.53,15.27,19.48,294.217143,298.78,78.484286,15.774286,11.031429,306.514286,293.971429,300.242857,12.542857,0.254714,0.287,0.228529,0.250586
iq,2001,2,2001-01-08,0,32.11,26.86,9.98,21.44,11.2,7.43,9.98,294.345714,298.044286,82.347143,15.858571,3.282857,304.957143,293.871429,299.414286,11.085714,0.302133,0.274,0.203517,0.267433
iq,2001,3,2001-01-15,0,32.26,26.87,21.39,21.5,10.77,8.84,21.39,295.061429,298.368571,84.175714,16.6,3.56,305.742857,294.728571,300.235714,11.014286,0.174757,0.176729,0.103317,0.258243
iq,2001,4,2001-01-22,0,30.6,25.66,7.15,21.27,9.89,22.43,7.15,294.594286,295.722857,94.057143,16.071429,12.575714,299.485714,293.857143,296.671429,5.628571,0.2376,0.231443,0.191267,0.125857
iq,2001,5,2001-01-29,0,31.8,26.36,12.45,21.69,9.97,21.26,12.45,294.411429,295.297143,95.407143,15.86,11.564286,298.671429,293.528571,296.1,5.142857,0.3415,0.369071,0.260667,0.329386
iq,2001,6,2001-02-05,0,32.08,27.07,4.56,22.02,9.98,0.38,4.56,293.408571,295.511429,89.08,14.947143,2.342857,299.214286,293.042857,296.128571,6.171429,0.233586,0.2267,0.161,0.196614
iq,2001,7,2001-02-12,0,30.71,26.33,9.55,21.94,8.74,12.01,9.55,294.438571,295.37,94.884286,15.93,5.422857,299.514286,293.471429,296.492857,6.042857,0.155414,0.1571,0.135017,0.148529
iq,2001,8,2001-02-19,0,31.86,26.93,2.31,21.97,9.86,5.3,2.31,294.73,296.07,92.842857,16.251429,4.882857,300.771429,293.185714,296.978571,7.585714,0.135371,0.184043,0.0823,0.129757
iq,2001,9,2001-02-26,0,31.73,26.77,6.73,21.84,9.91,3.89,6.73,295.767143,297.038571,93.314286,17.308571,3.851429,302.0,294.614286,298.307143,7.385714,0.30764,0.291283,0.228217,0.2245
iq,2001,10,2001-03-05,0,31.87,27.14,16.87,21.97,9.63,11.57,16.87,296.46,297.618571,94.092857,18.055714,11.984286,301.985714,295.4,298.692857,6.585714,0.182043,0.206329,0.289,0.206871
iq,2001,11,2001-03-12,0,32.46,26.9,10.62,21.29,12.09,5.7,10.62,295.544286,296.79,94.094286,17.065714,27.885714,302.271429,293.985714,298.128571,8.285714,0.205383,0.204129,0.1769,0.206357
iq,2001,12,2001-03-19,0,32.7,27.19,12.91,21.2,11.09,10.11,12.91,295.157143,298.701429,82.801429,16.757143,4.657143,305.057143,294.442857,299.75,10.614286,0.188343,0.284143,0.195033,0.163543
iq,2001,13,2001-03-26,0,32.52,26.42,13.44,21.27,9.75,14.18,13.44,296.078571,296.852857,95.924286,17.668571,43.502857,300.7,294.5,297.6,6.2,0.16238,0.132257,0.150817,0.094657
iq,2001,14,2001-04-02,0,32.7,26.89,12.35,21.56,11.63,13.31,12.35,295.695714,296.305714,96.737143,17.21,13.061429,301.157143,294.5,297.828571,6.657143,0.267814,0.2584,0.312643,0.2615
iq,2001,15,2001-04-09,0,32.2,26.54,11.55,21.24,11.33,9.71,11.55,296.13,297.175714,94.602857,17.695714,15.728571,301.685714,294.914286,298.3,6.771429,0.382757,0.376271,0.370971,0.343886
iq,2001,16,2001-04-16,1,32.61,27.34,11.1,22.03,10.54,6.9,11.1,295.985714,297.062857,94.615714,17.52,17.188571,301.9,294.4,298.15,7.5,0.312543,0.407486,0.282214,0.262129
iq,2001,17,2001-04-23,0,33.14,27.49,11.14,21.91,11.3,1.7,11.14,295.428571,297.961429,88.148571,16.968571,11.185714,304.328571,294.085714,299.207143,10.242857,0.245614,0.2288,0.214843,0.273371
iq,2001,18,2001-04-30,0,33.07,27.63,13.54,21.43,10.9,12.65,13.54,295.74,297.285714,92.192857,17.305714,14.838571,302.357143,294.942857,298.65,7.414286,0.254014,0.262557,0.179,0.312829
iq,2001,19,2001-05-07,0,31.71,27.03,6.51,22.24,9.39,5.87,6.51,296.332857,297.135714,95.82,17.891429,12.271429,301.742857,294.657143,298.2,7.085714,0.266457,0.227329,0.1886,0.1962
iq,2001,20,2001-05-14,0,32.5,26.4,10.58,22.7,7.3,0.0,10.58,296.99,297.297143,98.341429,18.64,11.471429,301.128571,295.485714,298.307143,5.642857,0.315343,0.303486,0.31965,0.2627
iq,2001,21,2001-05-21,1,32.93,27.1,10.12,21.5,11.17,15.0,10.12,295.827143,296.922857,94.71,17.368571,7.585714,302.228571,293.685714,297.957143,8.542857,0.298586,0.268529,0.379667,0.184243
iq,2001,22,2001-05-28,1,33.68,27.13,12.87,20.85,12.1,2.5,12.87,295.18,296.845714,91.465714,16.694286,2.9,302.4,293.6,298.0,8.8,0.299943,0.387443,0.302943,0.318714
iq,2001,23,2001-06-04,0,32.08,26.93,18.07,21.37,11.25,1.35,18.07,294.46,296.691429,89.487143,15.968571,4.375714,302.757143,293.028571,297.892857,9.728571,0.363567,0.246729,0.181914,0.253971
iq,2001,24,2001-06-11,0,31.8,26.57,6.73,21.21,10.47,5.3,6.73,294.341429,295.482857,94.017143,15.782857,13.58,300.071429,292.8,296.435714,7.271429,0.317083,0.217343,0.298967,0.219871
iq,2001,25,2001-06-18,1,31.52,26.27,7.7,21.27,10.0,5.63,7.7,293.647143,296.0,88.171429,15.134286,1.921429,302.028571,292.614286,297.321429,9.414286,0.1041,0.113757,0.108243,0.059657
iq,2001,26,2001-06-25,0,31.58,26.0,0.17,18.8,11.1,1.52,0.17,290.572857,294.845714,79.322857,12.464286,0.26,302.171429,289.828571,296.0,12.342857,0.1923,0.325414,0.275286,0.316457
iq,2001,27,2001-07-02,0,32.03,26.43,7.44,21.33,11.17,10.01,7.44,292.752857,295.795714,84.857143,14.297143,3.371429,301.328571,292.771429,297.05,8.557143,0.229083,0.242186,0.193267,0.270457
iq,2001,28,2001-07-09,0,32.94,27.34,5.58,20.79,11.14,2.9,5.58,293.438571,295.808571,88.322857,14.928571,2.385714,301.871429,292.171429,297.021429,9.7,0.359717,0.438843,0.311057,0.264986
iq,2001,29,2001-07-16,0,32.01,26.86,7.44,21.73,10.29,5.26,7.44,294.115714,297.555714,84.245714,15.605714,2.571429,304.642857,293.214286,298.928571,11.428571,0.3195,0.361633,0.205086,0.194743
iq,2001,30,2001-07-23,0,32.33,27.33,7.79,21.8,11.8,4.2,7.79,294.991429,296.815714,90.814286,16.505714,5.47,303.357143,293.085714,298.221429,10.271429,0.291157,0.325986,0.252633,0.2182
iq,2001,31,2001-07-30,0,31.16,25.86,4.0,20.36,10.66,1.56,4.0,293.452857,297.291429,82.225714,14.985714,1.387143,305.614286,292.742857,299.178571,12.871429,0.237117,0.1339,0.195617,0.188314
iq,2001,32,2001-08-06,0,32.63,26.9,0.0,20.91,11.5,0.0,0.0,291.387143,298.537143,66.664286,13.158571,0.028571,307.457143,292.814286,300.135714,14.642857,0.200757,0.204357,0.237729,0.223643
iq,2001,33,2001-08-13,0,33.23,27.16,0.73,21.4,12.14,2.57,0.73,292.024286,298.395714,69.475714,13.715714,0.0,306.442857,293.128571,299.785714,13.314286,0.282171,0.366457,0.273557,0.265857
iq,2001,34,2001-08-20,0,33.0,27.11,1.42,21.24,11.77,8.84,1.42,294.017143,298.44,78.388571,15.511429,4.3,305.914286,293.714286,299.814286,12.2,0.240757,0.246914,0.193114,0.206343
iq,2001,35,2001-08-27,0,33.33,27.16,6.8,21.19,12.36,5.3,6.8,293.725714,298.751429,76.955714,15.251429,2.414286,306.914286,294.114286,300.514286,12.8,0.228071,0.264643,0.199986,0.233143
iq,2001,36,2001-09-03,0,33.04,27.5,6.35,21.44,12.31,2.14,6.35,294.905714,298.691429,81.987143,16.437143,5.685714,307.242857,293.8,300.521429,13.442857,0.30695,0.338943,0.241029,0.190871
iq,2001,37,2001-09-10,0,31.94,26.3,5.17,21.24,11.33,13.57,5.17,294.122857,298.665714,78.957143,15.658571,2.8,307.014286,293.228571,300.121429,13.785714,0.308457,0.429071,0.250314,0.2983
iq,2001,38,2001-09-17,0,33.29,27.51,9.49,21.76,12.46,2.27,9.49,294.597143,297.962857,84.032857,16.104286,9.362857,304.885714,293.957143,299.421429,10.928571,0.353314,0.353043,0.343971,0.358671
iq,2001,39,2001-09-24,0,33.01,27.47,3.78,21.33,12.01,1.89,3.78,294.295714,298.707143,79.365714,15.894286,3.128571,307.928571,293.885714,300.907143,14.042857,0.334671,0.319771,0.388614,0.2854
iq,2001,40,2001-10-01,0,34.53,28.14,9.06,21.63,13.61,2.03,9.06,294.768571,299.547143,78.33,16.34,4.657143,307.771429,293.642857,300.707143,14.128571,0.334386,0.4444,0.271286,0.241686
iq,2001,41,2001-10-08,0,33.71,28.29,8.39,22.31,12.09,4.41,8.39,293.812857,299.158571,74.418571,15.327143,1.757143,305.957143,294.614286,300.285714,11.342857,0.420286,0.546017,0.381957,0.4438
iq,2001,42,2001-10-15,0,33.36,27.34,11.13,21.2,12.13,27.43,11.13,294.214286,300.308571,72.162857,15.872857,7.028571,308.642857,295.757143,302.2,12.885714,0.3102,0.382057,0.297129,0.345486
iq,2001,43,2001-10-22,0,33.49,27.83,11.02,21.96,11.64,11.57,11.02,296.607143,298.584286,90.265714,18.267143,16.337143,305.0,295.142857,300.071429,9.857143,0.124483,0.205571,0.239267,0.1845
iq,2001,44,2001-10-29,0,32.47,27.39,11.93,22.3,10.2,9.44,11.93,295.305714,298.341429,85.572857,16.958571,6.637143,305.142857,293.871429,299.507143,11.271429,0.210886,0.232,0.207567,0.206614
iq,2001,45,2001-11-05,0,33.24,27.76,4.93,22.2,10.97,2.87,4.93,296.195714,298.514286,89.004286,17.821429,23.534286,304.8,294.7,299.75,10.1,0.358143,0.3714,0.279343,0.305971
iq,2001,46,2001-11-12,0,33.34,28.19,8.83,22.63,10.64,10.56,8.83,296.198571,298.847143,87.481429,17.8,25.885714,305.428571,295.728571,300.578571,9.7,0.277329,0.296971,0.2303,0.2773
iq,2001,47,2001-11-19,1,33.44,27.64,9.41,22.6,11.6,0.14,9.41,296.752857,299.12,88.837143,18.451429,8.042857,305.1,295.871429,300.485714,9.228571,0.3297,0.441571,0.330417,0.340643
iq,2001,48,2001-11-26,1,34.21,28.3,6.78,22.47,12.01,5.04,6.78,295.811429,298.555714,87.377143,17.427143,4.5,303.642857,295.628571,299.635714,8.014286,0.3015,0.369917,0.3613,0.305571
iq,2001,49,2001-12-03,1,34.23,28.27,6.69,22.3,11.89,0.0,6.69,295.981429,298.754286,87.24,17.595714,22.642857,304.657143,295.785714,300.221429,8.871429,0.325057,0.350471,0.226471,0.299257
iq,2001,50,2001-12-10,2,32.71,27.49,19.75,22.26,10.46,10.71,19.75,297.5,298.245714,96.118571,19.305714,10.42,303.485714,295.7,299.592857,7.785714,0.326033,0.306643,0.235533,0.315571
iq,2001,51,2001-12-17,4,31.6,26.9,6.28,22.01,9.43,9.14,6.28,297.211429,298.564286,93.947143,18.965714,12.271429,303.371429,295.985714,299.678571,7.385714,0.222943,0.184129,0.224071,0.212814
iq,2001,52,2001-12-24,1,31.81,27.47,14.39,22.89,8.69,5.0,14.39,297.511429,298.238571,96.355714,19.302857,15.662857,302.6,296.1,299.35,6.5,0.298189,0.3417,0.338078,0.288789
iq,2002,1,2002-01-01,4,32.83,27.25,10.02,22.18,10.83,3.82,10.02,296.06,297.132857,94.588571,17.618571,15.685714,300.842857,294.9,297.871429,5.942857,0.405729,0.380014,0.3484,0.368643
iq,2002,2,2002-01-08,11,35.06,28.84,9.26,22.43,12.43,1.44,9.26,294.912857,300.012857,76.602857,16.482857,0.785714,306.971429,295.571429,301.271429,11.4,0.327583,0.383333,0.375917,0.410267
iq,2002,3,2002-01-15,16,35.13,28.83,3.25,22.69,12.57,0.29,3.25,294.605714,299.877143,75.204286,16.157143,0.671429,306.971429,294.842857,300.907143,12.128571,0.241086,0.197643,0.14565,0.278029
iq,2002,4,2002-01-22,23,33.26,27.46,17.3,21.8,11.57,4.57,17.3,295.11,298.915714,81.527143,16.677143,2.844286,304.985714,294.771429,299.878571,10.214286,0.104129,0.141914,0.148329,0.112186
iq,2002,5,2002-01-29,12,31.19,26.54,8.49,21.3,11.06,17.03,8.49,296.137143,296.858571,96.267143,17.69,6.16,300.514286,295.285714,297.9,5.228571,0.104129,0.141914,0.148329,0.112186
iq,2002,6,2002-02-05,14,31.46,26.73,0.67,22.11,9.49,10.34,0.67,295.231429,295.912857,96.641429,16.722857,9.994286,299.285714,294.1,296.692857,5.185714,0.184917,0.184429,0.173329,0.168743
iq,2002,7,2002-02-12,18,33.24,27.69,14.91,21.86,11.11,6.83,14.91,296.544286,297.847143,93.438571,18.147143,4.757143,303.142857,295.442857,299.292857,7.7,0.291971,0.373271,0.224143,0.3051
iq,2002,8,2002-02-19,8,31.76,27.03,5.35,22.41,9.34,2.0,5.35,296.122857,297.695714,92.05,17.687143,7.061429,302.885714,295.157143,299.021429,7.728571,0.1288,0.125171,0.122433,0.095943
iq,2002,9,2002-02-26,7,31.57,26.81,11.45,21.8,9.51,7.67,11.45,296.514286,297.062857,97.157143,18.125714,28.742857,301.1,295.285714,298.192857,5.814286,0.1162,0.210414,0.178743,0.089914
iq,2002,10,2002-03-05,10,33.88,27.4,13.26,21.1,12.6,8.44,13.26,296.698571,298.54,91.221429,18.361429,22.871429,304.442857,295.471429,299.957143,8.971429,0.318367,0.297383,0.2556,0.266
iq,2002,11,2002-03-12,7,32.64,27.01,5.99,21.61,11.21,2.57,5.99,296.238571,298.358571,89.778571,17.795714,6.7,304.857143,295.442857,300.15,9.414286,0.248386,0.299233,0.1795,0.269814
iq,2002,12,2002-03-19,10,32.93,26.94,8.74,21.23,11.96,9.7,8.74,296.81,297.951429,94.165714,18.442857,13.2,302.928571,295.557143,299.242857,7.371429,0.226586,0.243514,0.248333,0.2302
iq,2002,13,2002-03-26,5,30.93,25.9,15.77,20.95,10.07,10.33,15.77,296.108571,296.407143,98.457143,17.68,18.271429,299.414286,295.014286,297.214286,4.4,0.212786,0.228457,0.27455,0.1987
iq,2002,14,2002-04-02,11,32.21,27.03,13.43,21.64,10.39,2.87,13.43,296.741429,297.174286,97.775714,18.395714,17.471429,301.157143,294.971429,298.064286,6.185714,0.19708,0.276329,0.296229,0.1805
iq,2002,15,2002-04-09,8,28.56,26.3,10.85,21.22,9.4,0.0,10.85,296.351429,296.862857,97.244286,17.93,26.828571,300.271429,295.128571,297.7,5.142857,0.269829,0.266286,0.196814,0.202586
iq,2002,16,2002-04-16,18,32.96,26.84,15.64,21.1,11.56,0.0,15.64,296.31,297.764286,92.615714,17.935714,7.114286,302.285714,295.557143,298.921429,6.728571,0.26935,0.194943,0.212157,0.188929
iq,2002,17,2002-04-23,13,32.6,27.28,6.51,21.67,11.07,8.98,6.51,296.631429,297.584286,95.251429,18.222857,13.728571,302.471429,295.157143,298.814286,7.314286,0.267843,0.266929,0.261414,0.2485
iq,2002,18,2002-04-30,9,32.43,27.7,8.58,21.53,11.2,0.17,8.58,296.222857,297.408571,93.845714,17.807143,7.514286,302.3,294.8,298.55,7.5,0.170357,0.257071,0.141829,0.197729
iq,2002,19,2002-05-07,22,33.36,27.59,14.47,21.71,11.57,3.63,14.47,296.444286,297.355714,95.22,18.024286,9.55,302.457143,294.414286,298.435714,8.042857,0.227257,0.210114,0.178243,0.177386
iq,2002,20,2002-05-14,10,31.38,26.9,6.68,21.92,9.43,90.55,6.68,296.221429,296.784286,97.242857,17.744286,13.342857,300.128571,295.042857,297.585714,5.085714,0.1338,0.1417,0.109633,0.219614
iq,2002,21,2002-05-21,5,33.5,27.47,7.32,21.42,12.1,2.2,7.32,296.024286,297.05,94.804286,17.584286,4.614286,302.871429,294.371429,298.621429,8.5,0.192114,0.2222,0.177643,0.230857
iq,2002,22,2002-05-28,13,31.39,26.46,5.93,21.67,9.77,20.37,5.93,296.271429,297.557143,93.788571,17.822857,8.288571,302.542857,294.885714,298.714286,7.657143,0.176457,0.238629,0.174914,0.188157
iq,2002,23,2002-06-04,2,32.66,26.79,10.39,21.43,11.74,4.0,10.39,295.235714,296.267143,94.345714,16.774286,2.731429,301.457143,292.714286,297.085714,8.742857,0.320471,0.343186,0.278086,0.237729
iq,2002,24,2002-06-11,11,32.57,26.98,9.95,21.08,10.78,1.35,9.95,296.107143,297.257143,94.144286,17.638571,5.64,303.457143,294.485714,298.971429,8.971429,0.386267,0.391629,0.259133,0.328414
iq,2002,25,2002-06-18,11,30.06,25.69,5.59,20.74,8.74,3.41,5.59,293.871429,296.807143,85.737143,15.414286,3.278571,302.871429,292.157143,297.514286,10.714286,0.221271,0.225214,0.173514,0.211971
iq,2002,26,2002-06-25,3,31.81,26.4,0.45,21.11,10.69,1.01,0.45,292.147143,295.808571,82.167143,13.87,2.014286,302.271429,291.542857,296.907143,10.728571,0.179171,0.213286,0.2791,0.132614
iq,2002,27,2002-07-02,7,31.02,26.28,0.47,21.43,9.37,0.85,0.47,291.794286,294.635714,85.565714,13.454286,0.885714,299.242857,290.542857,294.892857,8.7,0.101543,0.076243,0.1266,0.119357
iq,2002,28,2002-07-09,7,31.0,26.27,0.82,20.84,10.67,3.76,0.82,292.95,295.882857,85.672857,14.464286,1.242857,301.428571,292.642857,297.035714,8.785714,0.21602,0.212971,0.235067,0.151186
iq,2002,29,2002-07-16,4,30.12,25.78,9.0,21.08,9.4,0.0,9.0,293.327143,296.442857,84.668571,14.818571,1.185714,303.328571,292.157143,297.742857,11.171429,0.108043,0.117971,0.072986,0.111229
iq,2002,30,2002-07-23,5,32.99,26.46,9.36,20.77,9.41,10.46,9.36,293.422857,296.875714,83.497143,14.93,1.772857,304.285714,292.314286,298.3,11.971429,0.2225,0.346471,0.2631,0.248986
iq,2002,31,2002-07-30,6,32.29,26.69,12.85,20.34,11.21,4.36,12.85,294.624286,297.161429,87.034286,16.075714,3.332857,304.028571,293.428571,298.728571,10.6,0.387014,0.283057,0.260171,0.349271
iq,2002,32,2002-08-06,7,33.47,27.3,2.05,20.85,12.47,0.0,2.05,292.674286,296.795714,80.47,14.245714,0.777143,305.371429,291.914286,298.642857,13.457143,0.304117,0.337843,0.278843,0.307457
iq,2002,33,2002-08-13,7,33.89,27.86,1.4,21.51,11.96,1.01,1.4,291.678571,298.304286,69.06,13.441429,0.242857,306.528571,292.142857,299.335714,14.385714,0.377157,0.360843,0.3059,0.2884
iq,2002,34,2002-08-20,4,33.09,28.0,4.53,20.97,12.1,10.09,4.53,292.451429,296.184286,82.141429,14.045714,0.801429,303.114286,290.357143,296.735714,12.757143,0.345425,0.309267,0.31354,0.29505
iq,2002,35,2002-08-27,9,32.71,27.44,5.54,21.57,11.19,3.44,5.54,293.874286,298.412857,77.765714,15.412857,1.528571,306.385714,293.585714,299.985714,12.8,0.304543,0.322471,0.269443,0.250857
iq,2002,36,2002-09-03,17,31.7,27.37,11.69,21.85,10.28,2.83,11.69,294.531429,299.395714,77.082857,16.034286,1.871429,306.642857,294.714286,300.678571,11.928571,0.229014,0.190886,0.131971,0.249457
iq,2002,37,2002-09-10,8,33.0,27.7,3.62,21.47,11.99,12.84,3.62,293.211429,299.015714,73.141429,14.745714,0.457143,307.228571,293.185714,300.207143,14.042857,0.307543,0.190771,0.294171,0.3234
iq,2002,38,2002-09-17,22,35.19,28.0,1.64,21.99,12.59,0.11,1.64,292.271429,300.32,64.688571,13.974286,0.114286,309.057143,293.028571,301.042857,16.028571,0.327414,0.383871,0.347257,0.338671
iq,2002,39,2002-09-24,18,32.9,27.23,5.51,21.59,11.26,12.41,5.51,294.414286,299.238571,79.562857,16.18,5.871429,307.7,294.528571,301.114286,13.171429,0.237983,0.320043,0.308429,0.268114
iq,2002,40,2002-10-01,21,35.06,28.59,10.14,22.43,12.91,15.61,10.14,293.814286,299.654286,74.25,15.634286,3.442857,308.114286,294.357143,301.235714,13.757143,0.272114,0.274171,0.179367,0.314243
iq,2002,41,2002-10-08,16,33.95,28.17,10.03,22.32,11.68,7.45,10.03,295.661429,298.717143,85.137143,17.211429,4.914286,306.814286,294.285714,300.55,12.528571,0.37815,0.245933,0.385783,0.231429
iq,2002,42,2002-10-15,31,34.1,27.98,3.14,22.43,11.52,3.75,3.14,295.585714,298.297143,86.998571,17.185714,5.814286,305.042857,294.385714,299.714286,10.657143,0.199271,0.227714,0.159243,0.258129
iq,2002,43,2002-10-22,25,33.2,27.93,6.99,22.67,10.91,21.99,6.99,294.961429,297.331429,87.717143,16.49,5.057143,302.4,293.9,298.15,8.5,0.227871,0.222943,0.214457,0.299771
iq,2002,44,2002-10-29,28,33.3,28.1,12.82,22.68,8.7,5.0,12.82,296.9,298.518571,91.944286,18.602857,5.671429,304.757143,295.728571,300.242857,9.028571,0.329086,0.315929,0.286214,0.294057
iq,2002,45,2002-11-05,26,32.74,28.3,13.64,22.71,11.0,9.2,13.64,296.637143,297.537143,95.285714,18.267143,17.742857,301.914286,295.4,298.657143,6.514286,0.307143,0.364286,0.27695,0.287929
